pcbasn,voldc,volpoe,login,bspver,irver,sensever,ir,rs485,sense,rs232,relay,audio,usb2.0,usb3.0,wifipower,iperfeth,ethmac,wifimac,SNID,LED,HDMI,reset,power
30398X989210900175,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05455,P,P,-16.96,154.0,F8-57-2E-06-11-73,CC-4B-73-F4-A4-12,EL01491A-89210900175,P,P,P,P
30398X989210900049,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05768,P,P,-19.98,155.0,F8-57-2E-06-11-74,CC-4B-73-F4-93-3E,EL01491A-89210900049,P,P,P,P
30398X989210900121,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06326,P,P,-15.92,143.0,F8-57-2E-06-11-75,CC-4B-73-F4-84-BA,EL01491A-89210900121,P,P,P,P
30398X989210900020,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.059,P,P,-17.01,168.0,F8-57-2E-06-11-76,CC-4B-73-F4-C4-28,EL01491A-89210900020,P,P,P,P
30398X989210900214,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06213,P,P,-16.54,153.0,F8-57-2E-06-11-77,CC-4B-73-F4-A3-F4,EL01491A-89210900214,P,P,P,P
30398X989210900218,P,P,P,20210217.150252,03-00-00-03,uf:00-00-0f,P,P,P,P,P,0.05959,P,P,-17.9,161.0,F8-57-2E-06-11-78,CC-4B-73-F4-C3-F0,EL01491A-89210900218,P,P,P,P
30398X989210900025,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05479,P,P,-17.15,167.0,F8-57-2E-06-11-79,CC-4B-73-F4-C4-08,EL01491A-89210900025,P,P,P,P
30398X989210900074,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06081,P,P,-18.5,169.0,F8-57-2E-06-11-7A,CC-4B-73-F4-A4-0C,EL01491A-89210900074,P,P,P,P
30398X989210900006,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05185,P,P,-16.9,169.0,F8-57-2E-06-11-7B,CC-4B-73-F4-C4-14,EL01491A-89210900006,P,P,P,P
30398X989210900147,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05454,P,P,-15.99,156.0,F8-57-2E-06-11-7C,CC-4B-73-F4-C3-F6,EL01491A-89210900147,P,P,P,P
30398X989210900106,P,P,P,20210217.150252,03-00-00-03,00-00-00-0f,P,P,P,P,P,0.05575,P,P,-17.17,155.0,F8-57-2E-06-11-7D,CC-4B-73-F4-93-C2,EL01491A-89210900106,P,P,P,P
30398X989210900112,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.06165,P,P,-17.38,170.0,F8-57-2E-06-11-7E,CC-4B-73-F4-B3-86,EL01491A-89210900112,P,P,P,P
30398X989210900174,P,P,P,20210217.150252,03-00-00-03,01-00-00-01,P,P,P,P,P,0.05479,P,P,-16.64,157.0,F8-57-2E-06-11-7F,CC-4B-73-F4-A3-BE,EL01491A-89210900174,P,P,P,P
